ID,SEASON,W_WS_LOC,HW_TOTAL,HW_WORRY,HW_INTERR,HW_CLOTHES,HW_PLANS,HW_FOOD,HW_HANDS,HW_BODY,HW_DRINK,HW_ANGRY,HW_SLEEP,HW_NONE,HW_SHAME,HW_INFO,PSS1,PSS2,PSS3,PSS4,PSS5,PSS6,PSS7,PSS8,PSS9,PSS10,PSS11,PSS12,PSS13,PSS14,PSS_INFO
138,Oct-Dec,WS,NA,2,2,3,3,2,0,3,0,3,0,0,0,,4,4,4,3,4,2,3,4,4,4,4,3,4,4,"Hay un ? de preguntas 9 y 10, no es claro si los dos son ""4"" o si solo uno y el otro no tenia una repuesta"
139,Oct-Dec,WS,NA,0,1,0,0,0,0,1,1,1,0,0,1,Vergüenza - le hace sentir que gente mar de lo que dese,2,3,3,2,3,2,2,3,4,2,4,3,2,3,
140,Oct-Dec,WS,NA,0,1,0,0,0,0,0,0,1,0,1,0,"8) Bebida: tienen purificadora 24 horas --> maquinita --> 1 anio. A veces purificadora acaba el agua.
11) Ninguno: si esta especial % sucia--> no lavan ropa blanca.",2,1,2,3,3,3,3,1,3,2,2,4,3,1,
141,Oct-Dec,WS,NA,0,1,1,2,1,2,2,0,3,0,1,0,,3,4,3,1,1,1,1,2,2,1,3,3,2,3,
142,Oct-Dec,WS,NA,1,2,3,1,1,1,2,2,3,0,2,0,,4,2,3,2,3,4,2,2,3,2,3,3,3,2,
143,Oct-Dec,WS,NA,1,0,0,0,0,0,0,1,1,0,1,0,,2,2,2,2,1,4,2,2,3,2,2,2,4,1,
144,Oct-Dec,WS,NA,0,1,0,0,0,0,0,1,0,1,0,0,,0,4,4,2,2,2,3,0,3,2,4,4,3,3,
145,Oct-Dec,WS,NA,1,2,1,0,0,0,0,0,0,0,2,0,,2,3,4,3,3,3,3,2,3,2,3,3,2,4,
146,Oct-Dec,WS,NA,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,2,2,2,4,3,3,2,4,3,3,4,
147,Oct-Dec,WS,NA,0,0,0,0,0,0,3,0,0,0,2,0,"5) Alimentos: No utilize el agua del suministro o publico para lavar alimentos.
7) Porque el agua estaba muy sucia.",0,1,3,4,4,3,3,2,3,2,1,4,2,1,
148,Oct-Dec,WS,NA,0,0,0,0,0,0,0,0,1,0,0,0,9) Enojo: la de beber robo garrafon -- suegra,2,1,4,4,4,3,4,2,4,2,4,1,4,1,
149,Oct-Dec,WS,NA,3,3,2,2,2,0,1,0,3,0,1,0,,4,2,4,3,2,3,3,1,2,2,4,4,2,1,
150,Oct-Dec,WS,NA,0,0,0,0,0,0,0,1,1,0,0,0,,2,4,3,3,4,4,4,3,3,2,3,2,2,3,
151,Oct-Dec,WS,NA,1,0,2,0,0,1,1,0,1,0,0,0,,2,3,2,2,2,2,2,2,2,3,2,2,2,2,
152,Oct-Dec,WS,NA,3,2,1,1,0,0,1,1,3,0,1,0,,3,2,3,3,3,4,2,2,3,3,3,4,3,4,
153,Oct-Dec,WS,NA,2,1,2,1,0,0,2,2,2,2,0,0,,3,3,4,3,4,4,4,1,4,2,2,4,4,1,
154,Oct-Dec,WS,NA,2,3,1,1,0,0,0,0,1,0,0,0,,2,0,2,3,2,3,2,2,3,3,2,2,2,2,"For # 9 and #10 both have a score of 3... note of : ""?!"" "
155,Oct-Dec,WS,NA,1,3,3,0,1,0,0,0,2,0,2,0,,0,1,3,2,4,4,2,1,2,2,2,2,2,3,
156,Oct-Dec,WS,NA,2,1,2,3,0,0,0,0,0,0,0,0,,2,1,4,2,1,2,3,4,2,3,4,1,1,2,
157,Oct-Dec,WS,NA,2,2,1,1,0,0,0,0,1,0,1,0,,2,2,3,3,3,2,3,2,3,2,2,4,3,1,
158,Oct-Dec,WS,NA,3,2,2,2,0,0,0,0,0,0,0,0,,3,3,3,2,4,4,3,3,4,3,3,3,4,3,
159,Oct-Dec,WS,NA,1,1,1,0,0,0,0,0,1,0,1,0,,4,4,4,2,2,2,2,4,2,0,4,4,1,3,
160,Oct-Dec,WS,NA,0,2,0,0,0,0,0,0,0,0,0,0,,1,1,3,4,4,4,4,1,4,3,1,3,2,0,
161,Oct-Dec,WS,NA,1,2,1,1,0,0,2,0,2,0,0,0,,1,2,2,3,3,4,3,2,3,2,2,3,1,2,
162,Oct-Dec,WS,NA,1,2,0,0,0,0,1,0,1,0,1,0,,2,0,2,3,3,3,3,1,2,2,1,3,2,1,
163,Oct-Dec,WS,NA,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,4,3,3,2,2,3,2,4,4,2,3,
165,Oct-Dec,WS,NA,0,1,0,1,0,0,0,0,0,0,0,0,Planes -- No podia lavar el dia que corresponde. Les llego menos. // Les llego menos x que se estaban llevando agua de pozo en pipa--esto paso x 3 semanas. Se estaban robando y disminuyo y se dieron cuenta,0,2,3,2,2,2,3,2,2,2,2,2,2,2,
166,Oct-Dec,WI,NA,0,1,1,3,0,0,1,0,2,1,2,0,1--deja de hacer la corda,3,3,3,2,2,2,2,1,2,1,2,1,3,3,
167,Oct-Dec,WI,NA,2,2,2,1,1,1,1,1,1,1,2,1,,2,2,1,2,2,2,2,2,2,2,2,3,3,2,
168,Oct-Dec,WI,NA,2,2,1,2,1,0,0,0,0,0,0,,No hay una repuesta para el final pregunta (vergüenza),2,2,2,3,3,3,3,3,2,3,2,1,3,2,
169,Oct-Dec,WI,NA,1,3,1,0,0,1,0,0,1,0,1,0,Alimentos--porque solo utilizan agua de garrafon,1,2,1,,3,3,3,1,3,3,1,1,3,0,Falta numero 4
170,Oct-Dec,WI,NA,1,3,3,2,0,0,2,0,2,0,0,0,"2) Interrupcion: Ultimamente NO. Hace unas semanas que no se va el agua por dias.
5) Alimentos: Porque se utiliza agua de garrafon.
11) Ninguno: La de la llave es apta.
Interrumpio varias veces porque estaba vigilando a sus hijos (se notaba preocupacion).",3,2,4,2,2,3,1,1,2,1,3,3,3,2,
171,Oct-Dec,WI,NA,3,3,0,1,0,0,1,1,2,2,0,0,5) Alimentos: Siempre se utiliza el agua de garrafon.,3,2,3,2,2,1,2,3,2,2,4,4,2,2,
172,Oct-Dec,WI,NA,1,2,0,1,1,0,0,1,2,0,1,0,,2,2,2,3,3,3,2,2,3,3,2,3,3,2,
173,Oct-Dec,WI,NA,1,2,0,1,0,0,0,0,1,0,0,0,,1,1,3,3,3,4,3,2,3,1,1,3,3,1,
174,Oct-Dec,WI,NA,0,1,1,0,0,0,0,1,1,0,1,0,,2,3,3,2,4,4,3,3,2,2,4,3,3,3,
175,Oct-Dec,WI,NA,0,2,0,2,0,2,1,2,1,0,0,0,,2,3,4,2,3,2,2,3,3,2,3,3,1,2,
176,Oct-Dec,WI,NA,2,1,0,0,0,0,2,1,0,2,0,0,,0,0,2,3,3,3,2,2,4,2,2,2,4,2,
177,Oct-Dec,WI,NA,2,0,2,3,0,1,0,1,0,1,2,0,10) Suenio: sin garrafon--olvido,2,3,4,1,3,4,2,4,3,1,3,4,2,4,
178,Oct-Dec,WI,NA,2,2,2,0,0,0,1,0,1,0,0,0,,2,3,2,3,3,3,2,2,3,3,2,4,3,2,
179,Oct-Dec,WI,NA,0,1,0,0,0,0,0,0,0,0,0,0,,3,2,4,3,3,3,3,2,3,2,2,3,3,2,
180,Oct-Dec,WI,NA,1,1,0,1,0,0,2,0,2,0,3,1,8) bebida -- paran 4 veces al dia,3,3,4,2,2,4,2,2,3,2,3,4,1,4,
181,Oct-Dec,WI,NA,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,3,4,2,3,2,2,3,3,2,
182,Oct-Dec,WI,NA,2,2,2,2,2,1,3,2,3,2,3,1,,3,2,3,3,3,2,3,3,3,3,2,4,2,2,
183,Oct-Dec,WI,NA,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,4,2,2,1,2,3,2,2,3,2,2,1,
184,Oct-Dec,WI,NA,3,1,0,0,0,0,0,0,1,0,0,0,,1,0,2,4,4,4,3,0,4,2,2,3,2,0,
185,Oct-Dec,WI,NA,1,3,1,1,0,1,0,1,1,0,0,0,5) Alimentos: ocupa agua de garrafon,2,3,2,3,3,3,2,2,3,2,4,4,4,3,
186,Oct-Dec,WI,NA,2,2,1,1,1,0,1,0,2,1,0,1,,2,1,1,3,3,3,3,2,3,2,2,2,4,1,
187,Oct-Dec,WI,NA,0,1,1,0,0,0,1,0,1,0,0,0,1) A principio de anio si,3,3,4,2,2,3,2,2,3,2,3,4,1,2,
188,Oct-Dec,WI,NA,0,0,0,0,0,0,0,1,0,0,1,0,9) Enojo: Cuando subieron el agua de garrafon.,3,4,4,3,4,4,2,4,2,1,4,4,2,4,
189,Oct-Dec,WI,NA,0,1,1,2,0,0,2,0,1,0,0,0,,2,2,3,3,4,4,4,2,4,3,2,0,4,0,
190,Oct-Dec,WI,NA,1,1,1,2,1,0,1,1,1,1,3,3,Vergüenza --las personas inutados si dicen cosas,3,3,2,3,3,4,2,2,3,2,1,3,3,2,
191,Oct-Dec,WI,NA,1,1,2,0,0,0,2,0,0,0,0,0,,1,2,3,3,3,3,4,2,3,2,2,4,3,2,
192,Oct-Dec,WI,NA,2,1,0,1,0,1,0,1,1,0,0,0,Ropa se ensucio mucho,1,0,2,3,2,2,3,2,3,1,3,4,3,4,
193,Oct-Dec,WI,NA,2,1,0,0,1,1,1,0,1,0,1,0,,2,3,2,3,2,4,2,2,3,2,0,2,1,1,
194,Oct-Dec,WI,NA,0,1,2,2,0,0,0,2,0,1,1,0,,3,3,3,2,3,3,3,2,2,1,3,4,2,4,
195,Oct-Dec,WI,NA,2,2,1,1,1,0,2,0,2,0,1,1,"""No se si sale peor baniarme o no baniarme"" - Refiriendo a que el agua huele muy mal",2,2,3,2,2,3,3,1,3,3,1,4,3,2,
196,Oct-Dec,WI,NA,1,2,1,2,1,0,1,1,1,1,2,0,,2,3,3,2,3,2,2,3,2,1,3,3,1,2,
197,Oct-Dec,WI,NA,0,3,0,0,1,0,0,0,1,0,1,0,,2,3,3,2,2,1,1,1,3,1,2,4,2,4,
198,Oct-Dec,WI,NA,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,2,2,2,3,2,2,1,2,2,3,3,
199,Oct-Dec,WI,NA,0,2,0,0,0,0,0,2,0,2,0,0,"8) Bebida: porque olvidan garrafon, o falta de tiempo",3,4,2,2,2,1,2,3,2,2,4,3,2,2,
200,Oct-Dec,WI,NA,3,3,0,3,0,0,0,0,3,0,2,0,,3,3,3,3,2,2,3,4,2,1,4,4,3,3,
201,Oct-Dec,WI,NA,3,3,1,3,2,1,1,2,3,1,2,0,,2,1,4,3,3,4,2,1,3,4,2,3,4,1,
202,Oct-Dec,WI,NA,0,0,0,0,2,0,0,1,0,1,0,1,"5) Alimentos : a veces batallo para pagar por garrafon
6) Manos: hasta de lavadora pero se lavan
12) Vergüenza: cuando cortaron agua se sintio feo porque no tiene cisterna.
Cocinar algo seco. ellos usan 1 bote y 1 cubeta de 2021.",3,3,4,2,4,3,1,2,2,0,2,1,3,2,
203,Oct-Dec,WI,NA,1,2,2,0,2,0,0,0,2,0,2,0,4) Planes--> 5) Alimentos: Si muy sucia no puede lavar verduras.,2,3,4,2,2,3,3,4,1,2,4,3,2,0,
204,Oct-Dec,WI,NA,1,1,2,1,1,2,1,1,2,0,1,0,,1,2,2,1,3,2,3,2,2,2,2,4,3,2,
301,Apr-Jun,WI,NA,2,0,1,0,0,0,0,0,2,0,0,0,,3,1,3,3,3,2,2,2,3,2,2,4,2,2,
302,Apr-Jun,WI,NA,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,3,3,3,2,3,1,2,4,4,3,
303,Apr-Jun,WI,NA,2,2,2,0,0,0,0,0,0,0,0,0,,1,2,3,2,2,2,1,1,2,1,3,1,3,3,
304,Apr-Jun,WI,NA,1,0,0,1,0,1,1,0,1,0,1,0,,0,2,2,3,3,3,3,3,3,3,2,3,3,1,
305,Apr-Jun,WI,NA,1,2,0,0,0,0,0,0,0,1,0,0,,2,1,2,3,3,4,2,3,2,3,4,4,4,1,
306,Apr-Jun,WI,NA,2,3,1,3,0,0,3,0,1,0,3,0,,4,4,4,2,2,3,4,2,4,2,2,4,3,4,
307,Apr-Jun,WI,NA,3,0,0,0,1,0,0,1,1,1,1,0,,3,3,4,2,2,1,1,3,2,1,3,4,2,1,
308,Apr-Jun,WI,NA,2,2,1,2,0,0,2,1,1,0,0,0,"7) como 3 veces se bana con menos agua. a ""jicarazos""? 9) en la semana que hubo agua antes de que se la cutaran le estreso tener que prevenir el agua ",4,3,3,2,2,2,2,3,2,0,3,4,2,2,
309,Apr-Jun,WI,NA,1,1,1,1,1,0,0,0,1,0,1,0,,3,2,2,3,3,3,3,2,2,1,3,1,2,1,
310,Apr-Jun,WI,NA,3,1,1,3,3,0,0,1,3,0,3,1,,4,2,2,4,4,4,4,2,3,2,2,3,4,0,
311,Apr-Jun,WI,NA,1,2,3,1,0,0,0,0,1,0,0,0,,0,1,1,3,3,3,3,2,3,2,2,2,3,2,
312,Apr-Jun,WI,NA,1,1,1,0,0,0,1,0,1,0,0,0,Enojo--xq se la auteren el sabado. (escuchar audio),1,2,2,3,3,4,3,2,3,3,3,4,3,3,
313,Apr-Jun,WI,NA,1,0,0,0,0,0,1,0,1,0,0,0,,2,3,3,2,2,1,2,2,1,0,4,4,1,3,
314,Apr-Jun,WI,NA,2,3,3,2,1,0,1,2,1,1,3,2,,3,3,4,3,3,3,2,3,3,1,4,3,3,2,
315,Apr-Jun,WI,NA,2,1,2,0,0,0,0,0,1,1,0,0,Interrupcion--1 vez pero x 3 semanas. 3 (a menudo),2,3,3,4,3,2,2,3,3,2,1,4,1,4,
316,Apr-Jun,WI,NA,3,3,2,3,2,1,2,0,3,0,1,2,,3,3,4,4,2,4,2,2,3,0,3,4,2,3,
317,Apr-Jun,WI,NA,1,2,0,0,1,0,0,0,1,0,1,0,,0,0,2,2,2,4,3,1,3,3,2,3,3,2,
318,Apr-Jun,WI,NA,1,2,3,0,0,0,0,0,1,0,1,0,,0,2,2,2,2,2,3,0,2,0,2,1,3,2,
319,Apr-Jun,WI,NA,1,2,2,2,1,2,2,1,2,0,0,0,Ninguno--solo les quedaba tinaco y llego pipa,2,2,2,1,2,2,2,1,2,2,2,3,2,1,
320,Apr-Jun,WI,NA,2,2,2,1,0,0,0,0,2,0,1,0,,3,3,4,2,2,3,3,3,3,3,4,4,2,4,
321,Apr-Jun,WI,NA,1,0,0,1,0,0,0,1,1,1,1,0,,2,2,2,3,3,4,4,2,3,2,2,1,2,2,
322,Apr-Jun,WI,NA,2,3,2,2,0,0,0,0,2,0,0,0,"2) Interrupcion: 12 veces
3) Ropa: 8 veces
9) Enojo: 10 veces
Pero generalmente aqui en sus colonias no usan ropa blanca.",3,1,3,3,3,2,3,3,3,2,1,1,3,2,11. Por efectos del medicamento
323,Apr-Jun,WI,NA,0,1,0,0,0,0,0,0,0,0,0,0,11) Ninguno: Siempre,2,2,3,3,3,2,2,2,2,1,3,4,2,2,
324,Apr-Jun,WI,NA,0,1,0,2,0,1,2,0,1,0,1,1,"4) Planes: 3 dias no se pudo baniar sin agua
12) Vergüenza: se hablara de su sobrina",4,4,3,1,3,1,0,0,1,0,0,2,0,0,
325,Apr-Jun,WI,NA,2,1,2,1,1,0,2,0,2,0,0,0,,2,2,4,2,3,3,3,2,3,2,4,3,4,3,
326,Apr-Jun,WS,NA,1,1,1,1,0,0,0,0,1,0,0,0,,4,1,4,4,3,4,4,1,4,0,2,3,2,1,
327,Apr-Jun,WI,NA,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,3,4,3,1,3,2,2,2,3,1,
328,Apr-Jun,WI,NA,0,2,0,0,0,0,0,0,0,0,0,0,"2) Interrupcion: cuando lavan el pogo
8) Bebida: piden prestado-->maquinita. mismo precio. Arriba purificadora y despachadores",2,2,4,2,4,2,4,2,2,0,4,3,3,4,
329,Apr-Jun,WI,NA,1,3,0,3,1,0,0,2,1,0,1,2,"4) Planes: postponer lavar ropa, baniarse, etc.
5) Alimentos: sopa en leyar de caldo. sin agua de garrafon.
8) Bebida: se acaba de garrafon, nadie lo sube
9) Enojo: admin. dinero",2,3,3,2,2,3,2,2,2,2,3,4,3,2,
330,Apr-Jun,WI,NA,3,3,3,0,1,1,2,2,2,1,2,0,,3,2,3,2,2,3,2,3,2,2,3,3,2,2,
331,Apr-Jun,WI,NA,0,1,1,0,0,1,0,0,0,0,0,0,,2,3,3,2,2,2,3,2,2,2,4,3,2,3,
332,Apr-Jun,WS,NA,3,2,1,2,1,0,0,1,0,1,0,0,,2,2,3,1,3,3,2,2,3,2,3,4,3,1,
333,Apr-Jun,WS,NA,3,3,3,3,3,0,3,0,3,0,3,2,11) de garrafon si,3,4,4,1,2,3,1,4,2,0,4,4,2,4,
334,Apr-Jun,WI,NA,1,2,1,1,0,0,0,0,1,0,0,0,,4,1,4,3,4,4,4,2,3,2,2,3,4,1,
335,Apr-Jun,WS,NA,3,3,1,0,0,0,0,0,0,0,0,0,,1,2,4,4,3,4,2,2,3,4,4,4,2,2,
336,Apr-Jun,WS,NA,0,1,2,0,0,0,3,0,1,0,0,0,,0,2,2,2,4,2,2,2,2,2,2,2,1,2,
337,Apr-Jun,WS,NA,2,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,3,3,4,4,1,4,3,2,3,4,0,
338,Apr-Jun,WS,NA,1,2,3,0,0,0,2,0,1,0,0,0,,2,3,4,2,2,3,3,2,2,1,3,4,2,3,
339,Apr-Jun,WS,NA,2,2,1,2,0,0,1,1,1,0,0,0,,2,3,2,2,3,3,3,2,3,3,2,3,3,2,
340,Apr-Jun,WS,NA,0,1,0,0,0,0,0,0,0,1,0,0,,2,3,4,3,4,4,4,3,3,3,3,3,3,4,
341,Apr-Jun,WS,NA,2,3,2,2,0,0,1,1,2,0,0,1,,1,2,3,4,4,4,3,2,4,3,2,2,2,3,
342,Apr-Jun,WS,NA,1,2,2,3,1,0,1,1,2,0,1,0,,1,2,2,3,3,3,4,2,3,3,2,2,2,3,
343,Apr-Jun,WS,NA,3,2,3,2,1,2,3,2,1,0,0,0,,2,3,2,2,4,4,3,2,2,1,4,3,4,4,
344,Apr-Jun,WS,NA,3,2,2,2,1,0,0,0,2,0,2,1,,2,2,3,3,4,4,3,1,3,2,4,2,4,4,
345,Apr-Jun,WS,NA,3,3,3,3,3,1,2,3,3,0,1,2,,4,3,3,2,2,3,2,2,2,1,4,4,2,2,
346,Apr-Jun,WS,NA,2,3,2,1,0,0,1,1,2,1,1,0,,2,3,3,1,2,3,3,2,2,3,1,3,3,1,
347,Apr-Jun,WS,NA,2,3,3,2,1,1,2,2,1,1,1,,"No hay una repuesta por la categoria vergüenza, en el documento dice ""? -->doc-->0""",2,2,3,2,2,1,2,3,2,0,1,2,1,2,
348,Apr-Jun,WS,NA,1,1,2,2,1,1,3,2,2,2,3,1,,2,3,3,2,0,3,4,2,2,1,2,3,4,2,
349,Apr-Jun,WS,NA,1,2,3,2,3,2,1,1,1,1,2,1,agua embotellada-->cocinar. A veces le falta agua embotellada. Avisa 10 am para tener agua a las 3.,2,2,3,4,3,3,3,2,4,3,2,3,3,2,
350,Apr-Jun,WS,NA,1,3,0,0,0,0,0,0,3,0,0,0,"Suenio-buscamos la forma de que sea apto, hirriendala o comprands garrafones.",1,2,2,2,4,4,3,0,0,4,1,1,2,4,
351,Apr-Jun,WS,NA,3,2,3,2,1,1,2,0,3,1,2,1,"5) Alimentos: iban a comedor para no gastar el garrafon.
8) Bebida: siempre hay garrafon o botellas
10) Suenio: ni garrafon por cosas de trabajo.
senior garrafon lo paraba",3,1,3,2,4,2,3,1,2,2,1,2,3,2,
352,Apr-Jun,WS,NA,2,2,2,2,2,1,2,0,2,0,1,0,,0,2,4,2,4,3,2,2,3,2,2,3,2,1,
353,Apr-Jun,WS,NA,2,2,1,2,1,1,3,0,2,0,1,1,,1,2,4,4,4,2,1,3,3,1,3,4,2,2,
354,Apr-Jun,WI,NA,2,1,0,0,1,0,0,1,3,0,0,0,"5) Alimentos: le falto de garrafon
8) Bebida: garrafon, siempre calculan los domingos pero no estaba abierta purificadora, tuvieron que esperar hasta semana siguiente.",4,3,3,4,3,2,2,3,4,2,1,3,4,2,
355,Apr-Jun,WS,NA,1,0,0,0,0,0,0,1,0,0,0,0,,4,2,4,4,2,2,2,4,2,3,2,1,3,1,
356,Apr-Jun,WI,NA,0,1,0,0,0,0,0,0,0,0,0,1,"11) Ninguno: changed it to zero. De la llave no, de garrafon si
12) Vergüenza: Si le da pena",2,2,2,2,3,3,2,1,3,2,2,3,3,1,
357,Apr-Jun,WS,NA,3,2,1,2,2,1,2,0,2,0,0,0,,4,2,4,3,3,3,3,2,3,2,2,4,3,2,
358,Apr-Jun,WS,NA,3,3,,2,0,0,0,0,2,0,0,0,"4) Planes: //Tr
7) Cuerpo: --> juntaban
8) Bebida: --> garrafones compraron + de lo normal.
llenar 1 bote--> 2 horas
--> 20 lts. si le salieron caras! que estan",3,2,4,1,2,1,1,1,1,2,3,4,2,2,
359,Apr-Jun,WS,NA,0,1,0,0,0,0,0,0,0,1,1,0,11) Ninguno: el numero 1 esta escrito sobre un zero,3,3,4,2,2,2,1,1,2,1,3,1,2,4,
360,Apr-Jun,WS,NA,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,3,3,4,3,2,2,2,1,2,4,0,
361,Apr-Jun,WS,NA,1,2,3,3,0,0,3,0,2,0,3,0,,3,4,3,2,1,2,3,4,3,2,4,3,3,4,
362,Apr-Jun,WS,NA,0,1,0,0,0,0,0,1,1,1,0,0,,3,3,3,2,2,2,2,2,2,2,3,3,1,3,
363,Apr-Jun,WS,NA,2,2,1,2,1,1,2,2,1,2,2,0,,3,4,2,2,1,2,2,3,2,2,3,4,2,2,
364,Apr-Jun,WS,NA,0,2,2,0,,0,0,0,2,0,0,0,,2,1,2,2,3,4,3,3,3,3,2,2,2,3,
365,Apr-Jun,WS,NA,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,2,4,3,4,3,2,3,3,2,3,4,2,
366,Apr-Jun,WS,NA,3,3,3,0,0,0,0,1,1,0,0,0,,3,1,2,3,3,4,3,1,3,3,1,3,2,1,
367,Apr-Jun,WS,NA,1,2,1,1,0,0,0,1,1,0,1,0,"mama es muy cuidadora, siempre garrafon. ",2,1,2,3,4,3,4,1,4,3,2,4,3,0,
368,Apr-Jun,WS,NA,2,1,0,0,0,3,3,1,1,1,1,0,,3,3,4,2,3,2,2,2,2,0,4,4,3,3,
369,Apr-Jun,WS,NA,2,2,1,2,0,1,0,1,1,0,0,0,,2,2,2,2,2,2,2,2,3,2,1,2,3,2,
370,Apr-Jun,WS,NA,1,1,1,1,0,0,1,0,1,0,0,0,,2,2,3,4,4,4,4,1,4,3,2,4,4,1,
371,Apr-Jun,WS,NA,2,3,2,2,2,1,1,2,2,0,0,0,"Alimentos (5)-lavar fruta.
Bebida (8) - si no hay agua-refresco",3,2,3,2,2,3,3,2,3,2,2,3,2,2,
